Item ID,Custom Label,Product ID Type,Product ID Value,Product ID Value 2,Quantity Available,Purchases,Bids,Price,Start Date,End Date,Condition,Type,Item Title,Category Leaf Name,Category Number,Private Notes,Site Listed,Download Date,Variation Details,Product Reference ID,Condition ID,OutOfStockControl
140980301547,,BrandMPN,AMD,"ATHLONXP2000, AXDA2000DUT3C, XP2000",1,0,,$10.50,May-20-13,,Used,9,"AMD Athlon XP 2000+ 1.67Ghz Socket 462 AXDA2000DUT3C","CPUs, Processors",164,,0,"Jan-10-14 17:54:08 PST",,74091378,3000,false
141093119948,,BrandMPN,IBM,09J1037,1,0,,$37.00,Oct-17-13,,Used,9,"IBM DCAS-34330 4.3GB 5.4K 68 Pin SCSI Hard Drive 09J1037","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69773680,3000,false
130951123567,,,,,1,0,,$28.78,Jul-19-13,,Used,9,"GATEWAY INTEL MOTHERBOARD A19243-406 TESTED+WARRANTY","Motherboard & CPU Combos",131511,,0,"Jan-10-14 17:54:08 PST",,,3000,false
140980326058,,BrandMPN,AMD,DHD1400DLV1C,1,0,,$15.00,May-20-13,,Used,9,"AMD DURON-DHD1400DLV1C- 1400MHZ","CPUs, Processors",164,,0,"Jan-10-14 17:54:08 PST",,74099680,3000,false
131022725891,,BrandMPN,Seagate,ST19101W,1,0,,$22.99,Oct-17-13,,Used,9,"Seagate Cheetah ST19101W 10K 9.1GB 68 Pin SCSI Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69779779,3000,false
141093178770,,BrandMPN,IBM,"07N3120, 07N3120-20PK",1,0,,$74.99,Oct-17-13,,Used,9,"IBM 9.1GB 7.2K 68 Pin SCSI Hard Drive DPSS-309170 07N3120","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69758796,3000,false
141019889879,,UPC,0750519114476,,1,0,,$22.78,Jul-19-13,,Used,9,"AOPEN S651M REV 2.3 MOTHERBOARD TESTED+WARRANTY",Motherboards,1244,,0,"Jan-10-14 17:54:08 PST",,74101143,3000,false
140980473852,,BrandMPN,ASRock,P4S61,1,0,,$49.99,May-20-13,,Used,9,"ASROCK P4S61 SOCKET 478 PRESCOTT 800 MOTHERBOARD DDR 400",Motherboards,1244,,0,"Jan-10-14 17:54:08 PST",,74046374,3000,false
141093282448,,UPC,102645786674,,1,0,,$39.99,Oct-17-13,,Used,9,"HP / Seagate ST336706LW 36.4GB 10K 68 Pin SCSI Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69763078,3000,false
130951214132,,,,,1,0,,$19.78,Jul-19-13,,Used,9,"DELL OPTIPLEX GX280 MOTHERBOARD C5706 TESTED+WARRANTY",Motherboards,1244,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141093292538,,BrandMPN,IBM,IC35L073UWDY10,1,0,,$89.99,Oct-17-13,,Used,9,"IBM / Hitachi IC35L073UWDY10-0 73GB 10K 68 Pin SCSI Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69762669,3000,false
141093324015,,,,,29,0,,$27.99,Oct-17-13,,Used,9,"Dell 280W Power Supply L280P-00 U9087 X9072 MH596 Tested + Warranty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141143199692,,,,,1,0,,$75.17,Dec-16-13,,Used,9,"Asus U50A U50F Series 15.6"" LCD LED Screen Assembly 1366x768 Brown Grade C 172","Laptop Screens & LCD Panels",31569,,0,"Jan-10-14 17:54:08 PST",,,3000,false
151190821964,,,,,1,0,,$28.45,Dec-16-13,,Used,9,"GENUINE ASUS K52F U50F K53E LAPTOP KEYBOARD US BLACK v111462as3 0kn0-h7us11",Other,168061,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131073087250,,,,,1,0,,$30.95,Dec-16-13,,"For parts or not working",9,"Asus U50F-RBBAG05 Core i3 Motherboard Base Palmrest DVD-RW Power Jack Cover 173",Motherboards,1244,,0,"Jan-10-14 17:54:08 PST",,,7000,false
131073109290,,,,,5,0,,"$2,000.00",Dec-16-13,,Used,9,"Lots 1000 UNITED AIRLINES STAINLESS STEEL SERVING TRAY",United,1312,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141093726642,,,,,1,0,,$34.84,Oct-18-13,,Used,9,"DELL 305W Power Supply N305E-00 GK929 Tested + Warranty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131023497848,,,,,1,4,,$32.50,Oct-18-13,,Used,9,"DELL 305W POWER SUPPLY H305P-02 CY827 HP-D3051A TESTED + WARRANTY","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131023539228,F15,,,,2,0,,$21.58,Oct-18-13,,Used,9,"DELTA 250W Power Supply DPS-250AB-22 E ACER Tested + Warranty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
131023542779,,,,,2,1,,$25.50,Oct-18-13,,Used,9,"Delta IBM 200W Power Supply DPS-200PB-128 E FRU 00N7730 Tested + Warranrty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141041382339,,,,,1,0,,$180.00,Aug-19-13,,Used,9,"lot of 12 Pcs 4GB DDR3 10600P 2Rx4 Server Memory Micron Engineer Sample 10600 48","Server Memory (RAM)",11210,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141093830527,,,,,3,0,,$29.84,Oct-18-13,,Used,9,"HP 240W Power Supply DPS-240MB-3 A 00F 460974-001 462435-001 Tested + Warranty","Power Supplies",42017,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141093896283,,BrandMPN,IBM,DDYS-T09170,1,0,,$24.99,Oct-18-13,,Used,9,"IBM DDYS-T09170 9.1GB 10K 68 pin SCSI Hard Drive 07N4627","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69765259,3000,false
141093909609,,BrandMPN,Dell,KW36J461,1,0,,$140.00,Oct-18-13,,Used,9,"Lots 14 Maxtor Dell 02G340 36GB ATLAS 10K III 10000 RPM SCSI U160 Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,69817167,3000,false
141093913272,,,,,1,0,,$69.99,Oct-18-13,,Used,9,"HP DPSS-309170 9.1GB 7.2K 68 pin SCSI Hard Drive 7N5295","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141093937987,,,,,4,0,,$89.99,Oct-18-13,,Used,9,"Hitchai HUS153030VLF4E0 300GB 15K FC Fiber Hard Drive","Internal Hard Disk Drives",56083,,0,"Jan-10-14 17:54:08 PST",,,3000,false
141066079683,,,,,1,0,,$29.99,Sep-18-13,,"New other (see details)",9,"Hyundai Accent 2007-2011 Carpet Floor Mat Set U81401E011WK Geniune OEM Part","Floor Mats & Carpets",33697,,100,"Jan-10-14 17:54:08 PST",,,1500,false
141066081485,,,,,2,0,,$59.99,Sep-18-13,,"New other (see details)",9,"Hyundai Sonata 2011-2013 Rear All Weather Mat 3QF13AC200 Geniune OEM Part","Floor Mats & Carpets",33697,,100,"Jan-10-14 17:54:08 PST",,,1500,false
